id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
47521,"Private Room, shared bath in Victorian House/ 1",119019,Hermina,,Dorchester,42.29871,-71.05954,Private room,67,1,334,2024-09-02,1.92,8,365,1,STR-492781
60029,Room in geographical heart of Hub,255183,Michelle,,Roxbury,42.32546,-71.08894,Private room,80,29,145,2024-02-29,0.85,5,120,1,STR-415714
67774,Corner 1 bed facing Golden Dome,26988,Anne,,Downtown,42.35689,-71.06206,Entire home/apt,135,91,49,2024-05-31,0.33,4,211,1,
69369,Entire two-bedroom apartment near Longwood,255183,Michelle,,Roxbury,42.32546,-71.08894,Entire home/apt,100,29,118,2019-11-15,0.71,5,173,0,STR-415714
77681,Waterfall Room: Bunker Hill B&B,416912,Christiane,,Charlestown,42.37865,-71.06373,Private room,140,29,71,2023-11-04,0.44,1,365,0,STR-415924
77691,Private room in Victorian house,119019,Hermina,,Dorchester,42.29871,-71.05954,Private room,63,1,303,2024-10-13,1.80,8,364,4,STR-492781
163941,Fort Hill Inn  2 bed Duplex ApT!  Location!,8229,Terry,,Roxbury,42.32806,-71.09423,Entire home/apt,164,3,290,2024-12-02,1.79,10,144,22,STR-446659
179244,Beautiful room with private bath/#2,119019,Hermina,,Dorchester,42.29871,-71.05954,Private room,70,1,110,2024-01-01,0.68,8,97,1,STR-457920
179245,2BR's Apartment in the center of Yerevan,119019,Hermina,,Dorchester,42.29871,-71.05954,Entire home/apt,55,1,65,2023-12-29,0.40,8,36,1,Exempt: This listing is a hotel or motel
184893,City Oasis/sleeps 4 near historical sites,887148,Dawn,,Charlestown,42.37823,-71.06778,Entire home/apt,250,91,0,,,3,90,0,STR-539322
197727,"Great Boston neighborhood , Jamaica Plain",964356,Jill,,Jamaica Plain,42.31331,-71.12061,Private room,56,30,62,2024-11-23,0.38,1,125,5,
197972,Serene Studio in a Perfect Location,965697,Chris & Kristina,,Jamaica Plain,42.31533,-71.11025,Entire home/apt,141,3,536,2024-12-01,3.34,2,117,54,STR-409453
205894,Large bedroom in Victorian House/Room D,119019,Hermina,,Dorchester,42.29871,-71.05954,Private room,68,1,217,2024-10-08,1.34,8,364,2,STR-457920
210097,Treetop Haven in the City,1035747,Maria Elena,,Jamaica Plain,42.31685,-71.10867,Entire home/apt,141,3,312,2024-11-02,1.93,1,186,22,STR-545902
220676,Private room off the Freedom Trail.,1144302,Howard,,North End,42.36614,-71.05226,Private room,225,3,346,2024-11-11,2.15,1,91,23,STR-454055
257588,BOSTON LUXURY FOR LESS!! NEAR BCEC,1355344,Meri,,South Boston,42.33255,-71.04125,Entire home/apt,293,2,510,2024-12-01,3.37,1,235,48,STR-411297
297994,Your cozy stay in South Boston,1536237,Albert,,South Boston,42.33583,-71.05271,Entire home/apt,190,3,67,2024-12-01,0.43,1,88,14,STR-564151
315982,"Beautiful Townhouse, 2 BR & 2 Bath",119019,Hermina,,Dorchester,42.29871,-71.05954,Entire home/apt,156,1,121,2024-11-17,0.78,8,345,1,STR-457920
377474,Cozy Room in Beautiful Victorian House /E,119019,Hermina,,Dorchester,42.29871,-71.05954,Private room,44,1,101,2024-11-24,0.67,8,253,32,STR-492781
447826,"Sweet Little House in JP, Boston",2053557,Hilary,,Jamaica Plain,42.31658,-71.11012,Private room,80,5,415,2024-11-18,2.73,1,234,24,STR-459697
496022,"Private Floor, Private Bath, City Location",1956464,Maria,,Jamaica Plain,42.31062,-71.1176,Private room,,91,16,2016-06-26,0.12,1,0,0,
507525,"Great location, sunny 1-bedroom!",2501324,Guy,,Bay Village,42.34914,-71.06781,Entire home/apt,,180,8,2013-07-01,0.05,1,0,0,
530983,14P | The Grand View | 5BR 2BA w/AC | House!,71783,Lance,,Dorchester,42.31368,-71.0612,Entire home/apt,200,30,65,2019-10-29,0.44,38,83,0,
533152,230B4 | The Penthouse Redline | 2BR 1B w/AC | Pvt,71783,Lance,,Dorchester,42.32212,-71.06096,Entire home/apt,125,30,63,2024-07-16,0.48,38,286,1,
579605,230B3  | The Mayhew Redline | 3BR 1B w/AC | Privat,71783,Lance,,Dorchester,42.32212,-71.06095,Entire home/apt,145,30,58,2023-08-14,0.39,38,210,0,
583255,"Boston Beauty, Walk to C and B line",306407,Valery,,Brighton,42.34096,-71.14647,Entire home/apt,,91,11,2017-07-05,0.07,1,0,0,
601750,145R1 | The Redlands 1 | 2BR 1BA w/AC | Private,71783,Lance,,West Roxbury,42.29061,-71.15293,Entire home/apt,200,30,0,,,38,358,0,
601763,25A2 | The Alameda 2 | 2BR 1BA w/AC & WD | Private,71783,Lance,,West Roxbury,42.29192,-71.15407,Entire home/apt,135,30,43,2022-12-31,0.46,38,285,0,
611081,Houseboat in Boston Harbor,3029783,Deborah,,Charlestown,42.37579,-71.04981,Entire home/apt,168,2,123,2024-12-01,1.22,3,326,27,STR-416892
619142,Getaway in Historic Charlestown,501427,Joe,,Charlestown,42.377338,-71.063095,Entire home/apt,175,3,189,2024-09-01,1.25,1,0,8,STR-529113
646087,1 Bed in Charming Southie Townhouse near BCEC,3236611,Ingrid,,South Boston,42.33451,-71.04983,Private room,213,2,8,2022-05-30,0.08,1,173,0,STR-398090
708802,Boston / Charlestown Apartment,3648427,Gerard  And Marie,,Charlestown,42.37826919555664,-71.06332397460938,Entire home/apt,207,2,491,2024-11-21,3.31,1,236,44,STR-401905
743211,Unique Find: At Home in the City!,2796082,Margaret,,Jamaica Plain,42.30702,-71.11283,Entire home/apt,689,4,87,2024-11-26,0.61,2,243,10,STR-454183
750438,"Private room for 1 person only, separate bathroom",3945438,Lisa,,Jamaica Plain,42.30733,-71.11129,Private room,99,2,297,2024-12-09,2.11,1,329,33,STR-523680
753446,6 miles away from downtown Boston!,3962517,Sami,,Roslindale,42.28573,-71.12334,Private room,55,91,142,2019-07-27,1.26,1,365,0,STR-397984
801680,Fort Hill Inn -Cool Space-BOSTON'S BEST-1 bedroom,8229,Terry,,Roxbury,42.32795,-71.09412,Entire home/apt,112,3,74,2024-10-22,0.50,10,122,7,STR446651
820073,"Modern Loft, 1700 SqFt. Location!",1911807,Kelly & Chris,,Downtown,42.3558,-71.06104,Entire home/apt,244,2,198,2024-12-15,1.39,2,322,62,STR-411359
849408,"Perfect & Practical Boston Rental (1,500+ sqft)",4434391,Damon,,Roslindale,42.29038,-71.13919,Entire home/apt,479,6,109,2024-10-28,0.82,2,56,16,STR-456742
863788,South End | 2BR 2BA | Pet OK | Walk Everywhere!,775932,Andy & Daljit,,South End,42.344162,-71.070381,Entire home/apt,,3,25,2024-05-21,0.18,1,0,2,STR-397937
891661,GORGEOUS WATER FRT NORTH END STUDIO,4737456,Paolo,,North End,42.3665,-71.05296,Entire home/apt,95,29,614,2024-10-28,4.29,1,307,1,STR-400168
894539,Private room in house,4762495,Jennifer,,Roslindale,42.29017,-71.13169,Private room,100,29,63,2022-08-30,0.46,2,172,0,STR-408484
962610,Convenient Boston Hotel Alternative,4434391,Damon,,West Roxbury,42.29175,-71.14096,Entire home/apt,155,6,104,2024-10-21,0.75,2,61,8,STR-523304
973695,Best Location Luxury Beacon Hill North End Condo,1760577,Claire,,Downtown,42.359764099121094,-71.06116485595703,Private room,200,91,61,2022-09-11,0.44,1,365,0,
989163,"The Dalton - The Upton Boston, South End",5430185,Laura And Olivia,,South End,42.34308,-71.07316,Entire home/apt,183,2,86,2024-11-24,0.63,7,71,8,
1055627,Spacious 1 bdrm in Beacon Hill,4299002,Lauren,,Downtown,42.36194,-71.06256,Entire home/apt,,91,8,2018-09-09,0.06,2,0,0,
1071235,Cozy JP Studio-Great Location!,965697,Chris & Kristina,,Jamaica Plain,42.31653,-71.11049,Entire home/apt,135,3,380,2024-11-30,2.69,2,148,53,STR-409453
1077105,"Studio Apt. for Rent in South End,",5927277,J,,South End,42.34022,-71.075,Entire home/apt,,91,0,,,1,0,0,
1090545,ExclusiveBackBayBostonCtr-EntireFloorBrick townhse,1984434,Irene,,Back Bay,42.34475,-71.08204,Private room,214,29,117,2019-12-06,0.83,1,364,0,STR-398748
1109224,4 bedroom Victorian Condo unit,1531239,Lita,,Jamaica Plain,42.32031,-71.1129,Entire home/apt,519,2,94,2024-10-06,0.68,1,298,3,STR-399217
1130279,"North End 3 BR Condo - Spacious, Perfect  Location",2494599,Patricia,,North End,42.36489,-71.05198,Entire home/apt,411,2,176,2024-11-30,1.25,1,332,30,STR-466324
1252489,Beacon Hill 1-Bed,6824319,Samantha,,Beacon Hill,42.35977,-71.06774,Entire home/apt,,91,64,2017-08-28,0.46,1,0,0,
1275498,"The Washington - The Upton Boston, South End",5430185,Laura And Olivia,,South End,42.34294,-71.07304,Entire home/apt,248,2,113,2024-10-23,0.82,7,161,12,Exempt: This listing is a hotel or motel
1303261,Historic Beacon Hill,2120816,Larry,,Beacon Hill,42.35714,-71.06968,Entire home/apt,425,91,23,2018-10-25,0.17,1,358,0,
1321422,2 bedroom 1st Floor Apartment in Savin Hill,6608084,CarneyFamily,,Dorchester,42.30907,-71.04674,Entire home/apt,,2,676,2024-10-05,4.86,2,0,61,STR-487240
1327725,Modern 2 BR in Brighton with Parking,7205617,Mikhail,,Brighton,42.346,-71.1399,Entire home/apt,117,4,321,2023-08-12,2.31,1,46,0,STR-576368
1374434,"Authentic Boston, cozy room",255183,Michelle,,Roxbury,42.32546,-71.08894,Private room,,29,46,2023-12-20,0.34,5,142,0,STR-415714
1374466,"Real Boston, off the beaten track",255183,Michelle,,Roxbury,42.32546,-71.08894,Private room,72,29,48,2024-05-03,0.36,5,143,3,STR-415714
1403408,Big Boston room,255183,Michelle,,Roxbury,42.32546,-71.08894,Private room,75,29,30,2024-11-30,0.22,5,57,4,STR-415714
1425973,Historic brick Victorian row house,1015632,Viktoria,,South End,42.34164,-71.07964,Private room,449,28,39,2023-10-22,0.28,1,179,0,STR-446784
1445064,Bright Sunlit bedroom near MGH labs/Downtown,4724006,Rosalia,,Charlestown,42.38017,-71.06236,Private room,59,29,118,2024-11-25,0.86,1,241,4,
1472520,Andrea's Private Bath T Downtown,6608084,CarneyFamily,,Dorchester,42.30856,-71.04646,Private room,,1,725,2024-10-20,5.25,2,0,58,STR-487240
1544144,Charming Historic Home in Charlestown,7353037,Nancy And Tom,,Charlestown,42.37243,-71.06349,Entire home/apt,,4,69,2023-10-29,0.91,1,0,0,STR-398614
1545185,Large Studio Apt w/ Full Kitchen & Bath + Parking!,697401,Nick,,Brighton,42.34873,-71.15693,Entire home/apt,105,2,264,2024-11-25,1.94,4,87,42,STR-383211
1551205,2 bed/2 bath in the heart of Boston,8261931,Hamed,,Fenway,42.34175,-71.08359,Entire home/apt,415,91,40,2016-10-21,0.29,1,364,0,
1596470,4-story Central Luxury-two blocks to Boston Common,480310,Michael,,Bay Village,42.34988,-71.06918,Entire home/apt,,29,172,2024-02-13,1.68,1,0,4,STR-466119
1596664,"Fort Hill Top - 2Bk Private room,  brick townhouse",8513158,Kevin,,Roxbury,42.3256,-71.09413,Private room,59,31,26,2024-10-07,0.32,3,292,2,STR-383293
1644031,Large Private Bedroom & Bathroom by the Seaport,79583794,Joshua,,South Boston,42.33835,-71.0472,Private room,104,1,577,2024-11-24,5.37,1,89,80,STR-401177
1668313,Room in Rozzie-Twin Bed-Full Bath,8834105,Rebecca,,Roslindale,42.28132,-71.13377,Private room,,29,38,2022-02-26,0.28,2,0,0,
1682936,Charming 2 level Apartment,8898973,Adriana & Gianni,,Roxbury,42.32382,-71.09641,Entire home/apt,,30,236,2024-06-27,1.79,4,11,2,Exempt: This listing is a unit used for furnished institutional or business stays
1692573,Urban oasis trendy JP 'hood - suite,8814724,Kelly,,Jamaica Plain,42.31293,-71.11527,Entire home/apt,170,2,308,2024-12-16,2.27,1,334,30,STR-447499
1721016,Quiet Sunlit Attic Studio,7723912,Fj,,Roslindale,42.28639,-71.13199,Entire home/apt,88,29,12,2024-08-03,0.11,2,336,2,
1724900,Charming sunlit house in Boston,7723912,Fj,,Roslindale,42.28447,-71.13301,Entire home/apt,215,29,44,2020-11-30,0.32,2,363,0,
1732804,Private room/ MUST LOVE DOGS,9090219,Thomas,,Dorchester,42.29009,-71.05762,Private room,60,1,187,2024-10-27,1.37,1,345,8,STR-456144
1810172,Room for 2 in Rozzie - Full Bath,8834105,Rebecca,,Roslindale,42.28127,-71.13304,Private room,,29,47,2024-07-28,0.35,2,0,1,
1810397,3Bed/2.5Bath Luxury Triplex South End's Union Park,9485021,Stacy,,South End,42.34279,-71.0711,Entire home/apt,985,5,54,2024-11-12,0.42,1,160,4,STR-520680
1819994,"RIVERVIEWS-Walk Everywhere! Central, Safe LOCATION",9529655,Suzanne,,Fenway,42.34981,-71.09476,Entire home/apt,265,91,2,2018-05-24,0.02,4,362,0,
1886037,Beautiful Penthouse in Beacon Hill,1587128,Daniel,,Beacon Hill,42.35985,-71.0717,Entire home/apt,,91,1,2015-07-24,0.01,1,0,0,
1956275,"Beautiful 3 bd- 1.5 bath with parking, in Boston.",9622924,Emmanuel,,Jamaica Plain,42.3079,-71.12378,Entire home/apt,,91,105,2019-05-20,0.79,1,0,0,
2014651,One Private Bedroom in J.P.,2155838,Molly,,Jamaica Plain,42.30593,-71.10733,Private room,120,91,38,2019-09-02,0.28,1,365,0,
2014882,1 bedroom and private bathroom,1521296,Yossi,,Brighton,42.34245,-71.15758,Private room,,3,339,2024-12-07,2.65,2,134,30,STR-545004
2021483,Spacious Updated 2 Bed Boston Condo w/ Deck,10197317,Shannon,,South Boston,42.3358,-71.04948,Entire home/apt,500,29,22,2024-07-21,0.21,8,179,2,STR-461452
2021489,Spacious Updated Boston Room/Condo,10197317,Shannon,,South Boston,42.33375,-71.04767,Private room,220,29,85,2023-08-11,0.80,8,365,0,STR-383155
2108738,Back Bay Studio,10750832,Tom,,Back Bay,42.3504,-71.08891,Entire home/apt,,91,32,2016-08-14,0.24,1,0,0,
2126053,"Studio, w kitchenette, in owner's Beacon Hill home",10844648,Janet,,Beacon Hill,42.35771,-71.06978,Entire home/apt,190,29,128,2024-11-30,0.98,1,215,7,STR-395757
2141306,Modern 2Bd1BA in Downtown Boston,5355690,Kyle,,Downtown,42.3559,-71.05998,Entire home/apt,,91,7,2017-06-18,0.05,1,0,0,
2183117,Discount Dec! / I bdrm in Boston/Allston/Brookline,11132354,Alla,,Allston,42.34995,-71.13427,Entire home/apt,100,30,55,2024-10-07,0.46,1,106,3,
2215762,"The Clare - The Upton Boston, South End",5430185,Laura And Olivia,,South End,42.342121,-71.075073,Entire home/apt,219,3,91,2024-11-12,0.70,7,94,14,Exempt: This listing is a hotel or motel
2277821,Sparkling New 2BR / 2BA in Back Bay,9410008,Jason,,Back Bay,42.34877,-71.08418,Entire home/apt,400,10,204,2024-11-30,1.56,16,90,21,STR-441410
2292495,furnished 1 bed apartment copley #5,9653086,Glenn,,South End,42.34125,-71.07604,Entire home/apt,110,33,80,2024-03-11,0.64,6,365,2,
2378421,Light-filled Private Suite on Beautiful Street,12150111,A And L,,Jamaica Plain,42.31146,-71.11947,Entire home/apt,179,2,193,2024-10-28,1.49,1,156,15,STR-545109
2381143,Sunny 1 Bedroom,12165186,Masha,,Brighton,42.34391,-71.15628,Entire home/apt,,91,10,2024-05-17,0.08,3,133,1,
2395326,* Brownstone Classic South End,12230539,Timothy A,,South End,42.34568,-71.07169,Entire home/apt,,29,407,2020-09-20,3.13,1,0,0,STR-416118
2410846,"Sunny Beacon Hill, corner unit top floor",3137257,Local Furnished,,Downtown,42.35702,-71.06168,Entire home/apt,130,91,36,2020-11-25,0.28,1,255,0,
2495047,"The Tremont - The Upton Boston, South End",5430185,Laura And Olivia,,South End,42.34309,-71.07316,Entire home/apt,215,2,89,2024-11-18,0.71,7,16,12,Exempt: This listing is a hotel or motel
2526773,Charming comfort 1 BR / Studio,12165186,Masha,,Brighton,42.34272,-71.15672,Entire home/apt,67,91,18,2022-08-20,0.14,3,101,0,
2672058,"Modern loft, walk to subway",13565868,Christie,,Allston,42.35429,-71.13251,Private room,,91,12,2016-09-09,0.09,1,0,0,
2701124,Charlesview Suites Back Bay,13822322,Varouj,,Back Bay,42.34492,-71.08482,Entire home/apt,280,29,74,2022-07-06,0.59,1,365,0,STR-416239
2723274,Lofty Modern 2BD Apt 800 sq ft,8790904,Albert,,Bay Village,42.34868,-71.07043,Entire home/apt,,29,26,2019-10-27,0.20,1,0,0,STR-398102
2754975,Perfect Location to Explore Boston,6885890,Jonathan,,Beacon Hill,42.35902,-71.06296,Entire home/apt,150,365,99,2018-10-10,0.78,1,82,0,
2864688,Beautiful 3 bedroom 2 bath apt in Charlestown,887148,Dawn,,Charlestown,42.38148,-71.06967,Entire home/apt,450,91,0,,,3,365,0,Exempt: This listing is a unit that has contracts with hospitals
2886933,BEAUTIFUL SINGLE FAMILY VICTORIAN in Hyde Park!,13776857,Katy,,Hyde Park,42.26043,-71.11766,Entire home/apt,260,2,134,2024-11-04,1.04,1,13,11,STR-429200
3164650,2bd APT 20min from Downtown Boston,16052189,Jonathan,,Hyde Park,42.23533,-71.13256,Entire home/apt,125,29,38,2024-03-15,0.30,11,111,1,
3193484,2 Minutes Walk  to the Red Line!,16186589,Marie,,Dorchester,42.28814,-71.06889,Private room,50,30,13,2024-10-21,0.12,27,364,2,
3229255,1bd Boston apt - Convenient & quiet,16343599,Ella & Will,,Roslindale,42.28657,-71.13236,Entire home/apt,138,2,190,2024-12-09,1.50,1,118,34,STR-544893
3294152,"Garden Suite near subway, beach",9898255,Jessica,,Dorchester,42.31281,-71.06098,Entire home/apt,171,2,260,2024-11-10,2.04,3,245,11,STR-547060
3316049,Beautiful Junior 1-bedroom apartment,16742781,Jerry,,South End,42.34512,-71.06492,Entire home/apt,160,91,0,,,1,179,0,
3343428,"AKBrownstone: custom-built, park garden view by T",11228809,Jonathan,,Roxbury,42.32811,-71.09157,Private room,57,2,457,2024-12-13,4.18,6,49,64,STR-580450
3441982,Urban Travelers Modern Studio,13819661,Jennifer,,Roxbury,42.31907,-71.09252,Entire home/apt,118,31,146,2024-09-29,1.93,5,69,7,STR-396299
3457722,"Sunlit w/ huge kitchen, parking & easy to downtown",6209951,Jeff And Rachel,,Brighton,42.35564,-71.15746,Entire home/apt,,29,55,2024-06-26,0.44,1,0,2,STR-544892
3463914,4th of July Dream Spot!,17452489,Nathaniel,,Back Bay,42.351,-71.08899,Entire home/apt,,91,27,2016-07-17,0.21,1,0,0,
3520353,Luxury Beacon Hill Apartment 1-BR,6508758,Xerxes,,Beacon Hill,42.35884,-71.06332,Entire home/apt,288,91,254,2024-10-31,2.01,1,363,1,
3521944,"Beautiful, Quiet, and Safe!",17735272,David,,West Roxbury,42.29742,-71.157,Entire home/apt,,91,3,2014-09-14,0.02,1,0,0,
3539510,230B2 | The Roseclair Redline | 3BR 1B w/AC | Pvt,71783,Lance,,Dorchester,42.32213,-71.06094,Entire home/apt,145,30,31,2019-06-13,0.25,38,49,0,
3544343,Beacon Hill!! Feet Fom State House,17843002,Christian,,Downtown,42.35844,-71.06153,Entire home/apt,,91,0,,,1,0,0,
3602379,"Modern, Spacious 1BR for 4 - Easy Marathon Access!",18150109,Alex,,Roxbury,42.32843,-71.09369,Entire home/apt,185,2,314,2024-11-30,2.53,5,160,40,STR-528095
3656168,Parking Close 2 Downtown Renovated,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,38,91,6,2018-12-17,0.05,31,365,0,
3672942,Private Boston Antique Suite,18641942,Loretta,,West Roxbury,42.27242,-71.16573,Entire home/apt,164,2,6,2024-08-05,0.89,1,2,6,STR-563142
3705824,Small Rm +walk-in closet Easy to Longwood/Downtown,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,35,91,0,,,31,365,0,
3890373,Beacon Hill Fabulous One Bedroom Apartment,19357187,Paul,,Beacon Hill,42.35792,-71.06432,Entire home/apt,125,29,253,2023-08-01,2.02,1,180,0,
3957602,"Entire 2nd floor, skylight suite is all yours!",2127414,Katharine (Kit) And Scott,,Jamaica Plain,42.31016,-71.10582,Private room,,29,129,2022-09-07,1.03,1,48,0,STR-399287
3965313,Minutes to Boston-Near Beach 69-1,20551003,May,,East Boston,42.38679,-71.00271,Private room,42,91,90,2019-11-11,0.95,1,90,0,
3968797,Sunny bedroom in large quiet house,4762495,Jennifer,,Roslindale,42.28969,-71.13183,Private room,95,3,72,2024-11-25,0.61,2,276,6,STR-522159
3969526,Winter Rates! Sensational South End-2BR no stairs,5408229,Liesl,,South End,42.33765,-71.07434,Entire home/apt,120,29,361,2024-12-07,2.89,1,66,3,
4000384,Sunlit room with private bath,10910804,Evelyn,,Jamaica Plain,42.31826,-71.09956,Private room,110,2,226,2024-11-12,1.80,1,142,31,STR-529704
4089940,2BR North End Apt,20857768,Compass,,North End,42.36721113952561,-71.05260243826824,Entire home/apt,229,9,61,2023-08-20,0.49,17,76,0,STR-550229
4090224,Sanitized Modern 3BD private home-near BCEC,17783651,Tiffany,,South Boston,42.3357,-71.05395,Entire home/apt,284,1,1052,2024-12-15,8.47,1,259,124,STR-383708
4119345,Airy new apt for 2-6. Near subway. Free parking.,1414385,Woodruff,,Jamaica Plain,42.31063344940129,-71.10855891982172,Entire home/apt,240,2,58,2024-11-17,0.48,1,272,30,STR-522672
4148586,Back Bay Charmer,3588191,Kelly,,Back Bay,42.35491,-71.07463,Entire home/apt,,91,15,2015-10-27,0.13,1,0,0,
4150640,Beautiful Studio Apt in North End,20857768,Compass,,North End,42.366747719022264,-71.05288415197064,Entire home/apt,123,29,28,2022-06-12,0.22,17,89,0,Exempt: This listing is a unit used for furnished institutional or business stays
4173285,"Bright, cozy bedroom in Victorian",2851756,Angela,,Dorchester,42.28547,-71.06799,Private room,69,91,14,2024-12-01,0.12,1,268,1,
4233242,Quiet Artist's Retreat,197327,Melissa,,Jamaica Plain,42.31246,-71.10793,Private room,105,29,49,2024-09-10,0.39,2,353,1,STR-416301
4257929,Two Bedroom Apartment in Kenmore Sq,21926328,Hayden,,Fenway,42.34853,-71.09256,Entire home/apt,,91,0,,,1,0,0,
4263736,AKBrownstone: Master Suite park view by T,11228809,Jonathan,,Roxbury,42.32971,-71.0931,Private room,67,2,555,2024-12-15,4.47,6,35,78,STR-580450
4278067,Studio apart Tremont St South End #2,9653086,Glenn,,South End,42.34128,-71.07607,Entire home/apt,80,33,78,2024-10-26,0.63,6,195,4,
4291607,Great location!,16922109,Vanessa,,Brighton,42.33678,-71.15237,Entire home/apt,,91,2,2015-08-03,0.02,1,0,0,
4315439,Room Logan Airport  1/2 bathroom,22402141,Mirian,,East Boston,42.38829,-71.00437,Private room,100,100,5,2019-09-01,0.05,2,363,0,
4348422,Cozy Jamaica Plain Pad,22217451,Ashley,,Jamaica Plain,42.31128,-71.10981,Private room,,91,0,,,1,0,0,
4364925,large & grand 2 bedroom South End by Copley Sq #3,9653086,Glenn,,South End,42.34128,-71.07607,Entire home/apt,110,33,148,2023-12-29,1.20,6,239,1,
4364989,newly furn one bedroom by Copley #6,9653086,Glenn,,South End,42.34128,-71.07607,Entire home/apt,110,31,88,2024-11-27,0.75,6,190,6,
4410765,"Grt Location, Big 3 Bed, Nr all Colleges, parking",9795590,Patrick,,Brighton,42.35309,-71.14822,Entire home/apt,135,45,14,2024-08-10,0.13,1,304,2,
4460532,AKBrownstone: modern treetop skyline view by T,11228809,Jonathan,,Roxbury,42.32942,-71.09149,Private room,51,2,445,2024-12-11,3.61,6,36,83,STR-580450
4461613,Perfectly Located Rental Near MGH & TD Garden #13,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,123,1,218,2024-12-11,1.87,88,182,32,STR-415631
4461846,South End Studio Perfect for Work Travel #36,22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,105,1,107,2024-11-17,0.92,88,187,7,STR-441258
4461901,"Stylish Downtown Studio in the SouthEnd, #8",22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,116,29,172,2024-01-19,1.48,88,197,1,STR-415612
4500409,Boston’s Top Location: Newbury Street – #1,22348222,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,89,29,164,2023-11-09,1.43,88,222,0,STR-445391
4555637,AKBrownstone: Loft rooftop views by T,11228809,Jonathan,,Roxbury,42.32965,-71.0932,Private room,59,2,525,2024-12-14,4.27,6,16,76,STR-580450
4560053,Fort Hill Inn Historic Beauty! Minutes to Center!,8229,Terry,,Roxbury,42.32397,-71.09085,Entire home/apt,225,3,113,2024-10-23,0.93,10,251,9,STR-446652
4566095,"The Upton South End, The Copley Suite",5430185,Laura And Olivia,,South End,42.34301,-71.07304,Entire home/apt,200,120,30,2024-11-24,0.25,7,210,8,Exempt: This listing is a hotel or motel
4568116,AKBrownstone: cozy private studio by T,11228809,Jonathan,,Roxbury,42.32967,-71.09328,Entire home/apt,72,2,832,2024-12-09,6.77,6,47,102,STR-580450
4593974,Parking EZ 2 Downtown/Longwood Larg,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,39,91,7,2018-02-15,0.06,31,365,0,
4593985,Parking Renovated Close to Downtown,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,39,91,1,2015-06-20,0.01,31,365,0,
4602191,2 Bd/Bth Apt in Prime Location Gorgeous Water View,20079643,Alexander K,,West End,42.36452,-71.06928,Entire home/apt,299,75,17,2021-06-04,0.17,11,267,0,Exempt: This listing is a unit used for furnished institutional or business stays
4614037,Boston RooftopTerrace/ 2 Bed / By Logan airport,9073339,Elisangela,,East Boston,42.378693,-71.035088,Entire home/apt,186,1,416,2024-11-24,3.60,3,334,62,STR-398048
